age,salary,city_type,education_level,employment_type,marital_status,dependents,risk_level,financial_knowledge,monthly_expenses,current_savings,loan_amount,has_loans,investment_goal,emergency_fund_ratio,stocks,mutual_funds,gold_silver,bonds
51,190000,1,3,2,1,2,1,2,161500,60000,450000,1,1,0.3715170278637771,0.08499999999999998,0.3,0.2,0.41500000000000004
25,84000,1,2,1,0,0,3,2,57500,25000,280000,1,3,0.43478260869565216,0.455,0.1,0.08333333333333334,0.3616666666666666
51,183000,1,2,1,1,1,1,2,137500,45000,350000,1,1,0.32727272727272727,0.08499999999999998,0.3,0.2,0.41500000000000004
23,47000,3,1,1,0,0,3,2,17500,10000,0,0,3,0.5714285714285714,0.41500000000000004,0.12000000000000001,0.04666666666666666,0.41833333333333333
30,67000,3,2,1,1,1,2,2,35500,25000,200000,1,2,0.704225352112676,0.26,0.21999999999999997,0.12,0.4
36,18000,2,2,3,1,2,1,1,11500,5000,0,0,2,0.43478260869565216,0.05,0.29,0.2,0.45999999999999996
57,25000,2,1,3,1,2,1,1,12500,5000,0,0,1,0.4,0.05,0.29,0.2,0.45999999999999996
43,119000,2,1,2,1,2,1,2,63000,35000,0,0,2,0.5555555555555556,0.07499999999999998,0.33999999999999997,0.2,0.385
24,85000,1,2,2,0,0,3,2,57500,15000,370000,1,3,0.2608695652173913,0.46,0.1,0.07999999999999999,0.36
53,114000,3,3,1,1,1,1,1,41000,35000,0,0,1,0.8536585365853658,0.05,0.27,0.2,0.48
25,24000,1,4,3,0,0,2,2,12000,5000,0,0,3,0.4166666666666667,0.33499999999999996,0.19999999999999998,0.13333333333333333,0.3316666666666668
41,131000,1,4,2,1,2,1,2,90000,30000,0,0,2,0.3333333333333333,0.135,0.3,0.2,0.365
30,83000,2,3,2,1,1,2,2,40500,15000,820000,1,2,0.37037037037037035,0.26,0.24,0.15,0.35
35,15000,1,2,3,1,3,1,1,12500,0,310000,1,2,0.0,0.105,0.25,0.2,0.44500000000000006
52,125000,1,3,1,1,2,1,2,89500,35000,460000,1,1,0.39106145251396646,0.07999999999999997,0.3,0.2,0.42000000000000004
28,31000,2,3,3,1,1,1,1,13500,5000,0,0,3,0.37037037037037035,0.08999999999999997,0.29,0.19333333333333336,0.42666666666666675
25,103000,1,1,1,0,0,2,2,58500,35000,220000,1,3,0.5982905982905983,0.33499999999999996,0.19999999999999998,0.13333333333333333,0.3316666666666668
35,98000,2,2,1,1,1,2,2,64000,20000,0,0,2,0.3125,0.235,0.24,0.16666666666666666,0.3583333333333334
48,115000,1,3,1,1,4,1,2,82000,15000,0,0,1,0.18292682926829268,0.09999999999999999,0.3,0.2,0.4
22,9000,1,2,4,0,0,2,2,6000,0,0,0,3,0.0,0.35,0.19999999999999998,0.12333333333333332,0.32666666666666677
39,17000,1,2,3,1,1,1,1,13500,5000,240000,1,2,0.37037037037037035,0.08499999999999998,0.25,0.2,0.4650000000000001
55,139000,1,2,2,1,3,1,2,97500,30000,940000,1,1,0.3076923076923077,0.06499999999999996,0.3,0.2,0.43500000000000005
38,95000,2,1,2,1,1,1,2,61000,20000,580000,1,2,0.32786885245901637,0.09999999999999998,0.33999999999999997,0.2,0.3600000000000001
45,125000,1,2,2,1,3,1,2,100500,35000,940000,1,1,0.3482587064676617,0.11499999999999998,0.3,0.2,0.385
22,19000,2,2,3,0,0,2,1,9500,5000,90000,1,3,0.5263157894736842,0.24,0.18999999999999997,0.12333333333333332,0.44666666666666677
38,121000,1,1,1,1,3,1,2,86500,25000,730000,1,2,0.28901734104046245,0.14999999999999997,0.3,0.2,0.3500000000000001
39,108000,2,1,1,1,2,2,2,52000,35000,500000,1,2,0.6730769230769231,0.21499999999999997,0.24,0.18000000000000002,0.365
51,104000,3,3,1,1,1,1,1,39500,35000,390000,1,1,0.8860759493670886,0.05,0.27,0.2,0.48
26,91000,2,2,2,0,0,2,2,46500,25000,780000,1,3,0.5376344086021505,0.27999999999999997,0.24,0.13666666666666666,0.34333333333333327
60,146000,1,2,2,1,1,1,2,83500,25000,320000,1,1,0.2994011976047904,0.05,0.3,0.2,0.44999999999999996
52,142000,1,2,1,1,2,1,2,119500,45000,770000,1,1,0.37656903765690375,0.07999999999999997,0.3,0.2,0.42000000000000004
59,197000,1,4,1,2,0,1,2,121000,45000,590000,1,1,0.371900826446281,0.05,0.3,0.2,0.44999999999999996
58,24000,2,2,3,1,1,1,1,13000,5000,70000,1,1,0.38461538461538464,0.05,0.29,0.2,0.45999999999999996
37,92000,1,2,1,1,1,1,2,61500,30000,1050000,1,2,0.4878048780487805,0.15499999999999997,0.3,0.2,0.345
59,206000,1,3,2,1,2,1,2,172500,40000,0,0,1,0.2318840579710145,0.05,0.3,0.2,0.44999999999999996
20,9000,2,3,4,0,0,1,2,6000,0,0,0,3,0.0,0.18999999999999997,0.33999999999999997,0.16666666666666669,0.30333333333333345
30,101000,1,1,1,1,2,2,2,60500,35000,900000,1,2,0.5785123966942148,0.31,0.19999999999999998,0.15,0.33999999999999997
47,105000,2,3,1,1,1,1,1,62500,40000,0,0,1,0.64,0.05,0.29,0.2,0.45999999999999996
44,160000,1,2,2,1,1,2,2,115500,25000,470000,1,2,0.21645021645021645,0.24,0.19999999999999998,0.19666666666666663,0.3633333333333334
42,29000,1,2,3,1,4,1,1,22500,5000,210000,1,2,0.2222222222222222,0.06999999999999999,0.25,0.2,0.48
50,112000,2,1,1,2,0,2,2,43000,35000,720000,1,1,0.813953488372093,0.15999999999999998,0.24,0.2,0.4
49,9000,1,1,4,1,2,1,2,7500,0,0,0,1,0.0,0.09499999999999999,0.3,0.2,0.405
61,145000,2,3,1,1,2,1,1,79500,40000,390000,1,1,0.5031446540880503,0.05,0.29,0.2,0.45999999999999996
54,152000,1,2,1,1,1,1,2,120000,30000,620000,1,1,0.25,0.06999999999999997,0.3,0.2,0.43000000000000005
26,86000,1,2,2,0,0,2,2,58000,25000,520000,1,3,0.43103448275862066,0.32999999999999996,0.19999999999999998,0.13666666666666666,0.3333333333333335
35,20000,3,3,3,1,1,1,1,11500,0,110000,1,2,0.0,0.05499999999999999,0.27,0.18666666666666668,0.4883333333333333
45,90000,2,3,1,1,1,2,2,41000,30000,0,0,1,0.7317073170731707,0.18499999999999997,0.24,0.19999999999999998,0.3750000000000001
21,23000,2,1,3,0,0,2,1,12000,5000,90000,1,3,0.4166666666666667,0.245,0.18999999999999997,0.12,0.44500000000000006
20,83000,1,3,2,0,0,2,2,51000,30000,710000,1,3,0.5882352941176471,0.35999999999999993,0.19999999999999998,0.11666666666666667,0.32333333333333336
31,65000,2,1,1,1,3,1,1,33500,15000,270000,1,2,0.44776119402985076,0.07499999999999998,0.29,0.2,0.43500000000000005
24,76000,1,3,1,0,0,2,2,49500,20000,160000,1,3,0.40404040404040403,0.33999999999999997,0.19999999999999998,0.12999999999999998,0.33000000000000007
56,32000,1,3,3,1,2,1,2,21500,5000,0,0,1,0.23255813953488372,0.059999999999999956,0.3,0.2,0.44000000000000006
51,135000,3,4,1,1,1,1,1,58000,20000,620000,1,1,0.3448275862068966,0.05,0.27,0.2,0.48
28,95000,1,1,1,1,4,1,2,81000,20000,990000,1,3,0.24691358024691357,0.19999999999999996,0.3,0.19333333333333336,0.30666666666666664
60,122000,3,1,1,1,1,1,1,64500,45000,770000,1,1,0.6976744186046512,0.05,0.27,0.2,0.48
54,21000,1,2,3,1,4,1,2,14500,0,0,0,1,0.0,0.06999999999999997,0.3,0.2,0.43000000000000005
38,96000,1,2,2,1,4,1,2,76000,15000,560000,1,2,0.19736842105263158,0.14999999999999997,0.3,0.2,0.3500000000000001
35,97000,2,1,2,1,1,2,2,56500,30000,930000,1,2,0.5309734513274337,0.235,0.24,0.16666666666666666,0.3583333333333334
22,58000,3,4,1,0,0,3,2,22000,10000,0,0,3,0.45454545454545453,0.42000000000000004,0.12000000000000001,0.043333333333333335,0.41666666666666663
39,118000,2,1,2,1,1,1,2,61000,35000,0,0,2,0.5737704918032787,0.09499999999999997,0.33999999999999997,0.2,0.365
43,97000,3,2,2,1,2,1,2,48500,20000,0,0,2,0.41237113402061853,0.07499999999999998,0.32,0.2,0.405
52,29000,2,3,3,1,2,1,1,18500,5000,0,0,1,0.2702702702702703,0.05,0.29,0.2,0.45999999999999996
43,13000,2,2,3,1,2,1,1,7500,5000,0,0,2,0.6666666666666666,0.05,0.29,0.2,0.45999999999999996
30,53000,3,3,1,1,4,1,1,24500,10000,0,0,2,0.40816326530612246,0.07999999999999999,0.27,0.17,0.48
27,77000,1,1,2,0,0,3,3,40000,10000,160000,1,3,0.25,0.505,0.15,0.09,0.255
55,165000,1,2,1,1,2,1,2,105500,65000,530000,1,1,0.6161137440758294,0.06499999999999996,0.3,0.2,0.43500000000000005
57,141000,1,1,1,1,1,1,2,97000,55000,0,0,1,0.5670103092783505,0.05500000000000001,0.3,0.2,0.44500000000000006
59,103000,3,1,1,1,1,1,1,48000,30000,410000,1,1,0.625,0.05,0.27,0.2,0.48
39,105000,3,4,1,1,2,1,1,50500,25000,1060000,1,2,0.49504950495049505,0.05,0.27,0.2,0.48
54,163000,1,1,1,1,1,2,2,98500,40000,750000,1,1,0.40609137055837563,0.18999999999999995,0.19999999999999998,0.2,0.41000000000000014
44,124000,2,2,2,1,2,1,2,72500,25000,630000,1,2,0.3448275862068966,0.06999999999999998,0.33999999999999997,0.2,0.3900000000000001
54,110000,3,2,1,1,1,1,1,44500,25000,650000,1,1,0.5617977528089888,0.05,0.27,0.2,0.48
44,141000,1,2,2,1,1,1,2,94000,45000,0,0,2,0.4787234042553192,0.11999999999999998,0.3,0.2,0.38
48,136000,2,3,1,1,1,1,2,86000,30000,580000,1,1,0.3488372093023256,0.05,0.33999999999999997,0.2,0.41000000000000003
37,91000,3,1,1,1,2,1,1,39500,20000,660000,1,2,0.5063291139240507,0.05,0.27,0.19333333333333333,0.4866666666666667
37,117000,1,3,2,1,1,2,2,93500,20000,770000,1,2,0.21390374331550802,0.27499999999999997,0.19999999999999998,0.1733333333333333,0.3516666666666667
21,57000,2,4,1,0,0,2,2,27500,15000,210000,1,3,0.5454545454545454,0.305,0.24,0.12,0.3350000000000001
54,121000,1,2,1,1,2,1,2,76500,30000,520000,1,1,0.39215686274509803,0.06999999999999997,0.3,0.2,0.43000000000000005
35,90000,3,4,2,1,2,1,1,40000,35000,900000,1,2,0.875,0.05499999999999999,0.27,0.18666666666666668,0.4883333333333333
60,88000,3,1,1,2,1,1,1,36500,25000,820000,1,1,0.684931506849315,0.05,0.27,0.2,0.48
55,89000,3,2,1,1,2,2,1,47000,30000,0,0,1,0.6382978723404256,0.07499999999999996,0.16999999999999996,0.2,0.555
52,157000,1,2,1,2,0,2,2,88000,25000,830000,1,1,0.2840909090909091,0.19999999999999996,0.19999999999999998,0.2,0.40000000000000013
23,34000,3,3,3,0,0,2,1,12000,5000,0,0,3,0.4166666666666667,0.235,0.16999999999999996,0.09666666666666665,0.4983333333333334
52,106000,3,4,2,1,2,1,1,58000,15000,920000,1,1,0.25862068965517243,0.05,0.27,0.2,0.48
33,109000,1,2,2,1,1,2,2,76500,20000,510000,1,2,0.26143790849673204,0.295,0.19999999999999998,0.16,0.345
40,92000,3,3,2,1,2,2,2,55500,20000,910000,1,2,0.36036036036036034,0.20999999999999996,0.21999999999999997,0.15333333333333332,0.41666666666666674
39,115000,1,1,1,1,1,2,2,72000,45000,0,0,2,0.625,0.26499999999999996,0.19999999999999998,0.18000000000000002,0.355
27,83000,2,2,1,0,0,2,2,36000,30000,670000,1,3,0.8333333333333334,0.27499999999999997,0.24,0.13999999999999999,0.3450000000000001
26,80000,1,2,2,0,0,2,2,35500,20000,50000,1,3,0.5633802816901409,0.32999999999999996,0.19999999999999998,0.13666666666666666,0.3333333333333335
22,76000,1,4,1,0,0,3,2,46000,30000,110000,1,3,0.6521739130434783,0.47000000000000003,0.1,0.07333333333333333,0.3566666666666666
36,131000,1,3,1,1,2,1,2,86500,50000,500000,1,2,0.5780346820809249,0.15999999999999998,0.3,0.2,0.3400000000000001
52,132000,2,2,1,2,2,2,2,74500,45000,1190000,1,1,0.6040268456375839,0.14999999999999997,0.24,0.2,0.41000000000000003
31,104000,1,1,1,1,2,2,2,73500,20000,0,0,2,0.272108843537415,0.305,0.19999999999999998,0.1533333333333333,0.3416666666666667
41,15000,2,1,4,1,2,1,2,10500,0,220000,1,2,0.0,0.08499999999999999,0.33999999999999997,0.2,0.375
41,127000,1,1,1,1,2,1,2,94000,20000,1090000,1,2,0.2127659574468085,0.135,0.3,0.2,0.365
49,129000,1,2,1,1,1,1,2,72500,40000,660000,1,1,0.5517241379310345,0.09499999999999999,0.3,0.2,0.405
57,141000,2,3,1,2,2,1,1,60000,35000,0,0,1,0.5833333333333334,0.05,0.29,0.2,0.45999999999999996
57,14000,2,2,4,1,1,1,2,7000,0,230000,1,1,0.0,0.05,0.33999999999999997,0.2,0.41000000000000003
64,195000,1,2,1,1,4,1,2,135500,40000,0,0,1,0.2952029520295203,0.05,0.3,0.2,0.44999999999999996
27,73000,2,1,1,0,0,2,2,34000,20000,0,0,3,0.5882352941176471,0.27499999999999997,0.24,0.13999999999999999,0.3450000000000001
46,111000,3,3,2,1,2,1,1,53500,25000,440000,1,1,0.4672897196261682,0.05,0.27,0.2,0.48
46,138000,2,3,2,1,2,2,2,88500,50000,1150000,1,1,0.5649717514124294,0.17999999999999997,0.24,0.2,0.3800000000000001
53,118000,1,1,1,1,2,1,2,95000,45000,770000,1,1,0.47368421052631576,0.07499999999999997,0.3,0.2,0.42500000000000004
40,105000,1,3,1,1,2,2,2,85500,35000,600000,1,2,0.4093567251461988,0.25999999999999995,0.19999999999999998,0.18333333333333332,0.3566666666666667
49,83000,3,2,1,1,2,1,1,35500,20000,740000,1,1,0.5633802816901409,0.05,0.27,0.2,0.48
52,123000,1,1,1,1,1,1,2,83000,25000,0,0,1,0.30120481927710846,0.07999999999999997,0.3,0.2,0.42000000000000004
47,79000,3,2,1,1,2,1,1,40500,20000,230000,1,1,0.49382716049382713,0.05,0.27,0.2,0.48
52,129000,2,2,1,1,2,2,2,83000,35000,820000,1,1,0.42168674698795183,0.14999999999999997,0.24,0.2,0.41000000000000003
24,58000,3,1,1,0,0,2,1,22000,25000,0,0,3,1.1363636363636365,0.22999999999999998,0.16999999999999996,0.09999999999999998,0.5000000000000001
38,127000,2,4,1,1,3,1,2,78000,25000,620000,1,2,0.32051282051282054,0.09999999999999998,0.33999999999999997,0.2,0.3600000000000001
23,65000,3,3,2,0,0,2,2,23000,25000,0,0,3,1.0869565217391304,0.295,0.21999999999999997,0.09666666666666665,0.3883333333333334
54,11000,1,3,4,1,2,1,2,8000,0,130000,1,1,0.0,0.06999999999999997,0.3,0.2,0.43000000000000005
36,93000,2,2,2,1,1,1,2,43500,25000,930000,1,2,0.5747126436781609,0.10999999999999999,0.33999999999999997,0.2,0.3500000000000001
63,184000,1,2,1,1,1,1,2,112500,60000,730000,1,1,0.5333333333333333,0.05,0.3,0.2,0.44999999999999996
47,165000,1,3,1,1,2,1,2,140000,55000,1190000,1,1,0.39285714285714285,0.105,0.3,0.2,0.395
49,9000,2,2,4,1,1,1,1,6000,0,170000,1,1,0.0,0.05,0.29,0.2,0.45999999999999996
48,101000,3,1,1,1,1,1,1,51000,25000,990000,1,1,0.49019607843137253,0.05,0.27,0.2,0.48
25,58000,3,2,1,0,0,3,2,23500,10000,200000,1,3,0.425531914893617,0.405,0.12000000000000001,0.053333333333333344,0.42166666666666663
54,143000,2,3,2,1,3,1,2,74500,25000,610000,1,1,0.33557046979865773,0.05,0.33999999999999997,0.2,0.41000000000000003
60,136000,1,2,2,1,2,1,2,99500,30000,980000,1,1,0.3015075376884422,0.05,0.3,0.2,0.44999999999999996
56,126000,1,1,2,2,0,1,2,78000,20000,1100000,1,1,0.2564102564102564,0.059999999999999956,0.3,0.2,0.44000000000000006
43,128000,2,3,1,1,1,1,2,61000,45000,1100000,1,2,0.7377049180327869,0.07499999999999998,0.33999999999999997,0.2,0.385
48,143000,1,1,1,1,2,1,2,103000,45000,860000,1,1,0.4368932038834951,0.09999999999999999,0.3,0.2,0.4
50,9000,1,2,4,2,0,1,2,6000,0,140000,1,1,0.0,0.08999999999999998,0.3,0.2,0.41000000000000003
54,196000,1,1,1,1,2,2,2,152000,30000,700000,1,1,0.19736842105263158,0.18999999999999995,0.19999999999999998,0.2,0.41000000000000014
52,170000,1,2,2,2,0,2,2,89500,30000,570000,1,1,0.33519553072625696,0.19999999999999996,0.19999999999999998,0.2,0.40000000000000013
40,103000,1,3,2,1,3,1,2,87500,15000,770000,1,2,0.17142857142857143,0.13999999999999996,0.3,0.2,0.3600000000000001
51,135000,1,2,2,1,2,2,2,95000,30000,360000,1,1,0.3157894736842105,0.20499999999999996,0.19999999999999998,0.2,0.395
42,144000,1,1,1,1,2,1,2,122500,35000,580000,1,2,0.2857142857142857,0.13,0.3,0.2,0.37
52,188000,1,3,1,1,2,1,2,160000,30000,0,0,1,0.1875,0.07999999999999997,0.3,0.2,0.42000000000000004
22,59000,3,3,2,0,0,3,2,19000,10000,0,0,3,0.5263157894736842,0.42000000000000004,0.12000000000000001,0.043333333333333335,0.41666666666666663
37,16000,1,3,3,1,2,1,1,13500,5000,170000,1,2,0.37037037037037035,0.09499999999999999,0.25,0.2,0.45500000000000007
44,24000,1,1,3,1,1,1,1,13000,5000,0,0,2,0.38461538461538464,0.059999999999999984,0.25,0.2,0.49
61,170000,2,2,1,1,2,1,2,112000,30000,870000,1,1,0.26785714285714285,0.05,0.33999999999999997,0.2,0.41000000000000003
50,148000,1,4,1,1,1,1,2,84500,25000,690000,1,1,0.2958579881656805,0.08999999999999998,0.3,0.2,0.41000000000000003
22,26000,3,3,3,0,0,2,1,8000,5000,50000,1,3,0.625,0.24,0.16999999999999996,0.09333333333333332,0.4966666666666668
59,144000,2,1,2,1,3,1,2,74500,25000,700000,1,1,0.33557046979865773,0.05,0.33999999999999997,0.2,0.41000000000000003
43,14000,1,1,3,1,3,1,1,12000,0,220000,1,2,0.0,0.06499999999999999,0.25,0.2,0.485
51,172000,1,2,1,1,1,2,2,129000,30000,0,0,1,0.23255813953488372,0.20499999999999996,0.19999999999999998,0.2,0.395
41,108000,3,4,2,1,3,1,1,63500,20000,0,0,2,0.31496062992125984,0.05,0.27,0.2,0.48
42,76000,3,2,2,1,2,1,1,42500,15000,130000,1,2,0.35294117647058826,0.05,0.27,0.2,0.48
21,74000,1,2,2,0,0,2,2,49000,15000,110000,1,3,0.30612244897959184,0.355,0.19999999999999998,0.12,0.32500000000000007
46,128000,2,1,1,1,1,1,2,65000,50000,590000,1,1,0.7692307692307693,0.05999999999999997,0.33999999999999997,0.2,0.40000000000000013
61,202000,1,3,1,1,4,1,2,171500,35000,800000,1,1,0.20408163265306123,0.05,0.3,0.2,0.44999999999999996
21,43000,3,3,2,0,0,3,2,19500,10000,0,0,3,0.5128205128205128,0.42500000000000004,0.12000000000000001,0.04000000000000001,0.4149999999999999
45,132000,1,2,1,1,2,1,2,80500,55000,0,0,1,0.6832298136645962,0.11499999999999998,0.3,0.2,0.385
36,69000,3,3,1,1,2,2,2,31000,25000,70000,1,2,0.8064516129032258,0.22999999999999998,0.21999999999999997,0.14,0.41000000000000003
59,12000,2,4,4,1,2,1,2,6000,0,190000,1,1,0.0,0.05,0.33999999999999997,0.2,0.41000000000000003
52,103000,2,1,1,1,1,1,1,56500,40000,0,0,1,0.7079646017699115,0.05,0.29,0.2,0.45999999999999996
28,34000,2,2,3,1,4,1,1,24000,5000,0,0,3,0.20833333333333334,0.08999999999999997,0.29,0.19333333333333336,0.42666666666666675
62,184000,1,2,1,1,1,1,2,131000,35000,1030000,1,1,0.26717557251908397,0.05,0.3,0.2,0.44999999999999996
58,221000,1,3,2,1,1,1,2,170500,80000,1070000,1,1,0.46920821114369504,0.05,0.3,0.2,0.44999999999999996
48,15000,1,2,4,1,2,1,2,11000,0,0,0,1,0.0,0.09999999999999999,0.3,0.2,0.4
61,201000,1,3,1,1,2,1,2,125500,55000,770000,1,1,0.43824701195219123,0.05,0.3,0.2,0.44999999999999996
45,118000,2,3,1,1,2,1,2,67000,35000,0,0,1,0.5223880597014925,0.06499999999999997,0.33999999999999997,0.2,0.395
54,125000,1,2,1,1,1,2,2,68000,40000,300000,1,1,0.5882352941176471,0.18999999999999995,0.19999999999999998,0.2,0.41000000000000014
44,121000,1,4,1,1,1,2,2,67000,40000,680000,1,2,0.5970149253731343,0.24,0.19999999999999998,0.19666666666666663,0.3633333333333334
43,79000,3,2,2,1,1,1,1,28500,30000,50000,1,2,1.0526315789473684,0.05,0.27,0.2,0.48
32,18000,3,1,3,1,3,1,1,8500,0,170000,1,2,0.0,0.06999999999999998,0.27,0.17666666666666667,0.4833333333333334
26,54000,3,3,1,0,0,3,2,18500,20000,0,0,3,1.0810810810810811,0.4,0.12000000000000001,0.05666666666666667,0.42333333333333334
55,114000,3,3,1,1,1,1,1,48500,40000,300000,1,1,0.8247422680412371,0.05,0.27,0.2,0.48
64,192000,1,2,1,1,2,1,2,129000,65000,370000,1,1,0.5038759689922481,0.05,0.3,0.2,0.44999999999999996
39,154000,1,3,2,1,2,2,2,90500,35000,0,0,2,0.3867403314917127,0.26499999999999996,0.19999999999999998,0.18000000000000002,0.355
20,62000,2,4,1,0,0,2,2,28000,10000,190000,1,3,0.35714285714285715,0.30999999999999994,0.24,0.11666666666666667,0.33333333333333337
27,78000,2,2,2,0,0,2,2,30000,30000,240000,1,3,1.0,0.27499999999999997,0.24,0.13999999999999999,0.3450000000000001
35,129000,1,4,2,1,3,1,2,109500,30000,360000,1,2,0.273972602739726,0.16499999999999998,0.3,0.2,0.33499999999999996
33,69000,3,1,2,1,3,1,2,33500,10000,140000,1,2,0.29850746268656714,0.12499999999999997,0.32,0.18000000000000002,0.375
31,79000,1,1,1,1,1,2,2,57500,15000,50000,1,2,0.2608695652173913,0.305,0.19999999999999998,0.1533333333333333,0.3416666666666667
42,149000,1,1,2,1,1,1,2,121500,30000,1060000,1,2,0.24691358024691357,0.13,0.3,0.2,0.37
34,94000,2,3,1,1,2,1,1,68000,25000,270000,1,2,0.36764705882352944,0.05999999999999997,0.29,0.2,0.44999999999999996
47,137000,2,3,1,1,1,1,1,83500,20000,260000,1,1,0.23952095808383234,0.05,0.29,0.2,0.45999999999999996
53,27000,2,1,3,1,2,1,1,19000,5000,0,0,1,0.2631578947368421,0.05,0.29,0.2,0.45999999999999996
21,68000,1,2,2,0,0,2,2,41000,25000,0,0,3,0.6097560975609756,0.355,0.19999999999999998,0.12,0.32500000000000007
51,118000,3,3,1,1,2,1,1,50500,30000,0,0,1,0.594059405940594,0.05,0.27,0.2,0.48
42,137000,1,1,1,1,3,1,2,110000,25000,0,0,2,0.22727272727272727,0.13,0.3,0.2,0.37
41,169000,1,3,1,1,1,2,2,114000,40000,450000,1,2,0.3508771929824561,0.255,0.19999999999999998,0.18666666666666662,0.3583333333333334
44,107000,3,3,1,1,3,1,1,55000,25000,920000,1,2,0.45454545454545453,0.05,0.27,0.2,0.48
41,99000,3,2,1,1,1,2,2,48500,20000,0,0,2,0.41237113402061853,0.205,0.21999999999999997,0.15666666666666662,0.41833333333333345
41,95000,3,4,1,1,2,2,1,56500,35000,740000,1,2,0.6194690265486725,0.145,0.16999999999999996,0.15666666666666662,0.5283333333333334
61,136000,3,2,1,2,0,1,1,52000,35000,0,0,1,0.6730769230769231,0.05,0.27,0.2,0.48
25,95000,2,4,2,0,0,2,2,40500,30000,1060000,1,3,0.7407407407407407,0.285,0.24,0.13333333333333333,0.3416666666666668
34,75000,2,3,2,1,2,2,2,48000,15000,140000,1,2,0.3125,0.23999999999999996,0.24,0.1633333333333333,0.3566666666666667
62,230000,1,3,2,1,2,1,2,184000,50000,800000,1,1,0.2717391304347826,0.05,0.3,0.2,0.44999999999999996
56,139000,1,1,1,2,2,1,2,73500,45000,580000,1,1,0.6122448979591837,0.059999999999999956,0.3,0.2,0.44000000000000006
52,9000,1,3,4,1,3,1,2,7500,0,0,0,1,0.0,0.07999999999999997,0.3,0.2,0.42000000000000004
27,27000,1,2,3,0,0,3,2,15500,5000,0,0,3,0.3225806451612903,0.445,0.1,0.09,0.365
63,27000,2,1,3,1,3,1,1,18000,5000,0,0,1,0.2777777777777778,0.05,0.29,0.2,0.45999999999999996
63,27000,1,1,3,1,1,1,1,15000,5000,220000,1,1,0.3333333333333333,0.05,0.25,0.2,0.5
24,14000,1,2,3,0,0,2,1,7000,5000,80000,1,3,0.7142857142857143,0.27999999999999997,0.14999999999999997,0.12999999999999998,0.44000000000000006
58,145000,1,2,1,1,3,1,2,123000,25000,640000,1,1,0.2032520325203252,0.05,0.3,0.2,0.44999999999999996
23,63000,2,3,1,0,0,2,2,26500,15000,0,0,3,0.5660377358490566,0.295,0.24,0.12666666666666665,0.3383333333333334
25,77000,1,3,2,0,0,2,2,38500,30000,110000,1,3,0.7792207792207793,0.33499999999999996,0.19999999999999998,0.13333333333333333,0.3316666666666668
64,144000,3,1,2,1,2,1,1,77000,25000,0,0,1,0.3246753246753247,0.05,0.27,0.2,0.48
51,157000,1,3,2,1,1,1,2,117500,50000,950000,1,1,0.425531914893617,0.08499999999999998,0.3,0.2,0.41500000000000004
49,112000,1,1,1,1,1,1,2,82000,20000,920000,1,1,0.24390243902439024,0.09499999999999999,0.3,0.2,0.405
54,156000,2,3,1,1,1,2,2,81500,30000,1190000,1,1,0.36809815950920244,0.13999999999999996,0.24,0.2,0.42000000000000004
59,123000,3,3,1,1,1,1,1,65000,40000,900000,1,1,0.6153846153846154,0.05,0.27,0.2,0.48
35,25000,1,2,3,1,2,2,2,18500,5000,90000,1,2,0.2702702702702703,0.285,0.19999999999999998,0.16666666666666666,0.3483333333333334
32,97000,2,3,2,1,4,1,1,58000,15000,590000,1,2,0.25862068965517243,0.06999999999999998,0.29,0.2,0.43999999999999995
61,129000,2,2,1,2,0,1,2,70000,25000,930000,1,1,0.35714285714285715,0.05,0.33999999999999997,0.2,0.41000000000000003
49,117000,1,2,1,1,2,2,2,70000,45000,950000,1,1,0.6428571428571429,0.21499999999999997,0.19999999999999998,0.2,0.385
38,87000,3,3,1,1,4,1,1,52500,25000,400000,1,2,0.47619047619047616,0.05,0.27,0.19666666666666668,0.4833333333333333
36,28000,2,2,3,1,1,2,1,12000,5000,0,0,2,0.4166666666666667,0.16999999999999998,0.18999999999999997,0.17,0.47
38,111000,2,2,2,1,3,1,2,68000,30000,680000,1,2,0.4411764705882353,0.09999999999999998,0.33999999999999997,0.2,0.3600000000000001
47,75000,3,2,2,1,2,2,2,30000,20000,160000,1,1,0.6666666666666666,0.175,0.21999999999999997,0.17666666666666664,0.42833333333333345
45,76000,3,3,1,1,2,1,1,43500,20000,100000,1,1,0.45977011494252873,0.05,0.27,0.2,0.48
56,147000,2,2,2,1,1,1,2,82000,25000,640000,1,1,0.3048780487804878,0.05,0.33999999999999997,0.2,0.41000000000000003
45,60000,3,1,1,1,2,1,1,25500,20000,230000,1,1,0.7843137254901961,0.05,0.27,0.2,0.48
42,123000,2,3,2,1,1,1,2,72000,50000,0,0,2,0.6944444444444444,0.07999999999999999,0.33999999999999997,0.2,0.3800000000000001
28,76000,2,3,1,1,2,2,2,49500,20000,150000,1,3,0.40404040404040403,0.26999999999999996,0.24,0.14333333333333334,0.3466666666666667
31,79000,2,1,1,1,1,2,2,50000,15000,210000,1,2,0.3,0.255,0.24,0.1533333333333333,0.3516666666666667
20,49000,2,1,2,0,0,3,2,21500,10000,0,0,3,0.46511627906976744,0.43000000000000005,0.14,0.06666666666666668,0.3633333333333333
20,13000,1,1,3,0,0,2,2,6000,5000,30000,1,3,0.8333333333333334,0.35999999999999993,0.19999999999999998,0.11666666666666667,0.32333333333333336
